MID,Title,Description,Year,Runtime (Minutes),Rating,Votes,Revenue (Millions),Metascore,PID,DID
520,Half of a Yellow Sun,"Sisters Olanna and Kainene return home to 1960s Nigeria, where they soon diverge on different paths. As civil war breaks out, political events loom larger than their differences as they join the fight to establish an independent republic.",2013,111,6.2,1356,0.05,51,600,D350
521,Anthropoid,"Based on the extraordinary true story of Operation Anthropoid, the WWII mission to assassinate SS General Reinhard Heydrich, the main architect behind the Final Solution and the Reich's third in command after Hitler and Himmler.",2016,120,7.2,24100,2.96,59,601,D351
522,The Counselor,A lawyer finds himself in over his head when he gets involved in drug trafficking.,2013,117,5.3,84927,16.97,48,602,D352
523,Viking,"Kievan Rus, late 10th century. After the death of his father, the young Viking prince Vladimir of Novgorod is forced into exile across the frozen sea.",2016,133,4.7,1830,23.05,57,603,D353
524,Whiskey Tango Foxtrot,A journalist recounts her wartime coverage in Afghanistan.,2016,112,6.6,36156,82.95637615,58.98504274,494,D354
525,Trust,A teenage girl is targeted by an online sexual predator.,2010,106,7,36043,0.06,60,604,D355
526,Birth of the Dragon,"Young, up-and-coming martial artist, Bruce Lee, challenges legendary kung fu master Wong Jack Man to a no-holds-barred fight in Northern California.",2016,103,3.9,552,93.05,61,605,D356
527,Elysium,"In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds.",2013,109,6.6,358932,82.95637615,58.98504274,606,D356
528,The Green Inferno,"A group of student activists travels to the Amazon to save the rain forest and soon discover that they are not alone, and that no good deed goes unpunished.",2013,100,5.4,26461,7.19,38,607,D357
529,Godzilla,"The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity.",2014,123,6.4,318058,200.66,62,608,D357
530,The Bourne Legacy,"An expansion of the universe from Robert Ludlum's novels, centered on a new hero whose stakes have been triggered by the events of the previous three films.",2012,135,6.7,245374,113.17,61,609,D357
531,A Good Year,"A British investment broker inherits his uncle's chateau and vineyard in Provence, where he spent much of his childhood. He discovers a new laid-back lifestyle as he tries to renovate the estate to be sold.",2006,117,6.9,74674,7.46,47,610,D357
532,Friend Request,"When a college student unfriends a mysterious girl online, she finds herself fighting a demonic presence that wants to make her lonely by killing her closest friends.",2016,92,5.4,12758,64.03,59,611,D357
533,Deja Vu,"After a ferry is bombed in New Orleans, an A.T.F. agent joins a unique investigation using experimental surveillance technology to find the bomber, but soon finds himself becoming obsessed with one of the victims.",2006,126,7,253858,82.95637615,58.98504274,612,D358
534,Lucy,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",2014,89,6.4,352698,126.55,61,613,D359
535,A Quiet Passion,"The story of American poet Emily Dickinson from her early days as a young schoolgirl to her later years as a reclusive, unrecognized artist.",2016,125,7.2,1024,1.08,77,614,D360
536,Need for Speed,"Fresh from prison, a street racer who was framed by a wealthy business associate joins a cross country race with revenge in mind. His ex-partner, learning of the plan, places a massive bounty on his head as the race begins.",2014,132,6.5,143389,43.57,39,615,D360
537,Jack Reacher,A homicide investigator digs deeper into a case involving a trained military sniper who shot five random victims.,2012,130,7,250811,58.68,50,616,D361
538,The Do-Over,"Two down-on-their-luck guys decide to fake their own deaths and start over with new identities, only to find the people they're pretending to be are in even deeper trouble.",2016,108,5.7,24761,0.54,22,617,D361
539,True Crimes,"A murder investigation of a slain business man turns to clues found in an author's book about an eerily similar crime. Based on the 2008 article ""True Crimes - A postmodern murder mystery"" by David Grann.",2016,92,7.3,198,82.95637615,43,618,D362
540,American Pastoral,An All-American college star and his beauty queen wife watch their seemingly perfect life fall apart as their daughter joins the turmoil of '60s America.,2016,108,6.1,7115,82.95637615,58.98504274,619,D363
541,The Ghost Writer,A ghostwriter hired to complete the memoirs of a former British prime minister uncovers secrets that put his own life in jeopardy.,2010,128,7.2,137964,15.52,77,436,D364
542,Limitless,"With the help of a mysterious pill that enables the user to access 100 percent of his brain abilities, a struggling writer becomes a financial wizard, but it also puts him in a new world with lots of dangers.",2011,105,7.4,444417,79.24,59,620,D365
543,Spectral,A sci-fi/thriller story centered on a special-ops team that is dispatched to fight supernatural beings.,2016,107,6.3,27042,82.95637615,39,621,D366
544,P.S. I Love You,A young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life.,2007,126,7.1,177247,53.68,58.98504274,622,D366
545,Zipper,A successful family man with a blossoming political career loses all sense of morality when he becomes addicted to using an escort agency.,2015,103,5.7,4912,82.95637615,39,623,D366
546,Midnight Special,"A father and son go on the run, pursued by the government and a cult drawn to the child's special powers.",2016,112,6.7,54787,3.71,76,624,D367
547,Don't Think Twice,"When a member of a popular New York City improv troupe gets a huge break, the rest of the group - all best friends - start to realize that not everyone is going to make it after all.",2016,92,6.8,10485,4.42,83,625,D368
548,Alice in Wonderland,"Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror.",2010,108,6.5,324898,334.19,53,623,D369
549,Chuck,A drama inspired by the life of heavyweight boxer Chuck Wepner.,2016,98,6.8,391,0.11,68,626,D369
550,"I, Daniel Blake","After having suffered a heart-attack, a 59-year-old carpenter must fight the bureaucratic forces of the system in order to receive Employment and Support Allowance.",2016,100,7.9,22941,82.95637615,77,231,D369
551,The Break-Up,"In a bid to keep their luxurious condo from their significant other, a couple's break-up proceeds to get uglier and nastier by the moment.",2006,106,5.8,106381,118.68,45,458,D370
552,Loving,"The story of Richard and Mildred Loving, a couple whose arrest for interracial marriage in 1960s Virginia began a legal battle that would end with the Supreme Court's historic 1967 decision.",2016,123,7.1,17141,7.7,79,627,D371
553,Fantastic Four,Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy.,2015,100,4.3,121847,56.11,27,628,D371
554,The Survivalist,"In a time of starvation, a survivalist lives off a small plot of land hidden deep in forest. When two women seeking food and shelter discover his farm, he finds his existence threatened.",2015,104,6.3,9187,82.95637615,80,629,D372
555,Colonia,"A young woman's desperate search for her abducted boyfriend that draws her into the infamous Colonia Dignidad, a sect nobody has ever escaped from.",2015,106,7.1,30074,82.95637615,33,630,D373
556,The Boy Next Door,"A woman, separated from her unfaithful husband, falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn.",2015,91,4.6,30180,35.39,30,631,D374
557,The Gift,A young married couple's lives are thrown into a harrowing tailspin when an acquaintance from the husband's past brings mysterious gifts and a horrifying secret to light after more than 20 years.,2015,108,7.1,96688,43.77,77,632,D375
558,Dracula Untold,"As his kingdom is being threatened by the Turks, young prince Vlad Tepes must become a monster feared by his own people in order to obtain the power needed to protect his own family, and the families of his kingdom.",2014,92,6.3,148504,55.94,40,633,D376
559,In the Heart of the Sea,"A recounting of a New England whaling ship's sinking by a giant whale in 1820, an experience that later inspired the great novel Moby-Dick.",2015,122,6.9,90372,24.99,47,634,D377
560,Idiocracy,"Private Joe Bauers, the definition of ""average American"", is selected by the Pentagon to be the guinea pig for a top-secret hibernation program. Forgotten, he awakes five centuries in the future. He discovers a society so incredibly dumbed down that he's easily the most intelligent person alive.",2006,84,6.6,115355,0.44,66,635,D377
561,The Expendables,A CIA operative hires a team of mercenaries to eliminate a Latin dictator and a renegade CIA agent.,2010,103,6.5,283282,102.98,45,636,D377
562,Evil Dead,"Five friends head to a remote cabin, where the discovery of a Book of the Dead leads them to unwittingly summon up demons living in the nearby woods.",2013,91,6.5,133113,54.24,57,637,D377
563,Sinister,Washed-up true-crime writer Ellison Oswalt finds a box of super 8 home movies that suggest the murder he is currently researching is the work of a serial killer whose work dates back to the 1960s.,2012,110,6.8,171169,48.06,53,638,D378
564,Wreck-It Ralph,"A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.",2012,101,7.8,290559,189.41,72,639,D378
565,Snow White and the Huntsman,"In a twist to the fairy tale, the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen.",2012,127,6.1,239772,155.11,57,640,D379
566,Pan,"12-year-old orphan Peter is spirited away to the magical world of Neverland, where he finds both fun and danger, and ultimately discovers his destiny -- to become the hero who will be forever known as Peter Pan.",2015,111,5.8,47804,34.96,36,641,D379
567,Transformers: Dark of the Moon,"The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets.",2011,154,6.3,338369,352.36,42,642,D380
568,Juno,"Faced with an unplanned pregnancy, an offbeat young woman makes an unusual decision regarding her unborn child.",2007,96,7.5,432461,143.49,81,643,D381
569,A Hologram for the King,A failed American sales rep looks to recoup his losses by traveling to Saudi Arabia and selling his company's product to a wealthy monarch.,2016,98,6.1,26521,4.2,58,644,D382
570,Money Monster,Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes over their studio.,2016,98,6.5,68654,41.01,55,303,D382
571,The Other Woman,"After discovering her boyfriend is married, Carly soon meets the wife he's been betraying. And when yet another love affair is discovered, all three women team up to plot revenge on the three-timing S.O.B.",2014,109,6,110825,83.91,39,645,D383
572,Enchanted,"A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil queen, where she falls in love with a lawyer.",2007,107,7.1,150353,127.71,75,646,D384
573,The Intern,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",2015,121,7.1,159582,75.27,51,647,D385
574,Little Miss Sunshine,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,2006,101,7.8,374044,59.89,80,648,D386
575,Bleed for This,"The inspirational story of World Champion Boxer Vinny Pazienza who, after a near fatal car crash which left him not knowing if he'd ever walk again, made one of sport's most incredible comebacks.",2016,117,6.8,11900,4.85,62,649,D387
576,Clash of the Titans,"Perseus demigod, son of Zeus, battles the minions of the underworld to stop them from conquering heaven and earth.",2010,106,5.8,238206,163.19,39,493,D388
577,The Finest Hours,The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,2016,117,6.8,44425,27.55,58,650,D388
578,Tron,The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.,2010,125,6.8,273959,172.05,49,651,D389
579,The Hunger Games: Catching Fire,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.,2013,146,7.6,525646,424.65,76,652,D389
580,All Good Things,"Mr. David Marks was suspected but never tried for killing his wife Katie who disappeared in 1982, but the truth is eventually revealed.",2010,101,6.3,44158,0.58,57,653,D389
581,Kickboxer: Vengeance,A kick boxer is out to avenge his brother.,2016,90,4.9,6809,131.56,37,654,D389
582,The Last Airbender,"Follows the adventures of Aang, a young successor to a long line of Avatars, who must master all four elements and stop the Fire Nation from enslaving the Water Tribes and the Earth Kingdom.",2010,103,4.2,125129,82.95637615,20,655,D390
583,Sex Tape,"A married couple wake up to discover that the sex tape they made the evening before has gone missing, leading to a frantic search for its whereabouts.",2014,94,5.1,89885,38.54,36,656,D390
584,What to Expect When You're Expecting,"Follows the lives of five interconnected couples as they experience the thrills and surprises of having a baby, and realize that no matter what you plan for, life does not always deliver what is expected.",2012,110,5.7,60059,41.1,41,657,D391
585,Moneyball,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,2011,133,7.6,297395,75.61,87,658,D392
586,Ghost Rider,"Stunt motorcyclist Johnny Blaze gives up his soul to become a hellblazing vigilante, to fight against power hungry Blackheart, the son of the devil himself.",2007,114,5.2,190673,115.8,35,659,D393
587,Unbroken,"After a near-fatal plane crash in WWII, Olympian Louis Zamperini spends a harrowing 47 days in a raft with two fellow crewmen before he's caught by the Japanese navy and sent to a prisoner-of-war camp.",2014,137,7.2,114006,115.6,59,660,D394
588,Immortals,"Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",2011,110,6,142900,83.5,46,661,D395
589,Sunshine,A team of international astronauts are sent on a dangerous mission to reignite the dying Sun with a nuclear fission bomb in 2057.,2007,107,7.3,199860,3.68,64,662,D395
590,Brave,"Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.",2012,93,7.2,293941,237.28,69,663,D395
591,Män som hatar kvinnor,A journalist is aided in his search for a woman who has been missing -- or dead -- for forty years by a young female hacker.,2009,152,7.8,182074,10.1,76,664,D395
592,Adoration,A pair of childhood friends and neighbors fall for each other's sons.,2013,112,6.2,25208,0.32,37,281,D395
593,The Drop,"Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost.",2014,106,7.1,116118,10.72,69,665,D395
594,She's the Man,"When her brother decides to ditch for a couple weeks, Viola heads over to his elite boarding school, disguised as him, and proceeds to fall for one of his soccer teammates, and soon learns she's not the only one with romantic troubles.",2006,105,6.4,122864,2.34,45,666,D290
595,Daddy's Home,"Brad Whitaker is a radio host trying to get his stepchildren to love him and call him Dad. But his plans turn upside down when their biological father, Dusty Mayron, returns.",2015,96,6.1,68306,150.32,42,667,D396
596,Let Me In,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.,2010,116,7.2,97141,12.13,79,668,D397
597,Never Back Down,A frustrated and conflicted teenager arrives at a new high school to discover an underground fight club and meet a classmate who begins to coerce him into fighting.,2008,110,6.6,84083,24.85,39,650,D398
598,Grimsby,A new assignment forces a top spy to team up with his football hooligan brother.,2016,83,6.2,63408,6.86,44,669,D398
599,Moon,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.",2009,97,7.9,277123,5.01,67,670,D399
600,Megamind,"The supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.",2010,95,7.3,183926,148.34,63,671,D399
601,Gangster Squad,"It's 1949 Los Angeles, the city is run by gangsters and a malicious mobster, Mickey Cohen. Determined to end the corruption, John O'Mara assembles a team of cops, ready to take down the ruthless leader and restore peace to the city.",2013,113,6.7,181432,46,40,672,D399
602,Blood Father,An ex-con reunites with his estranged wayward 17-year old daughter to protect her from drug dealers who are trying to kill her.,2016,88,6.4,40357,93.95,66,673,D400
603,He's Just Not That Into You,The Baltimore-set movie of interconnecting story arcs deals with the challenges of reading or misreading human behavior.,2009,129,6.4,137684,82.95637615,47,674,D401
604,Kung Fu Panda 3,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home.",2016,95,7.2,89791,143.52,66,675,D401
605,The Rise of the Krays,Two brothers unleash a psychotic reign of terror on their journey to build an empire of unprecedented power in the British Mafia.,2015,110,5.1,1630,6.53,90,676,D402
606,Handsome Devil,Ned and Conor are forced to share a bedroom at their boarding school. The loner and the star athlete at this rugby-mad school form an unlikely friendship until it's tested by the authorities.,2016,95,7.4,338,82.95637615,58.98504274,279,D403
607,Winter's Bone,An unflinching Ozark Mountain girl hacks through dangerous social terrain as she hunts down her drug-dealing father while trying to keep her family intact.,2010,100,7.2,116435,82.95637615,58.98504274,677,D404
608,Horrible Bosses,Three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness.,2011,98,6.9,368556,117.53,57,678,D405
609,Mommy,"A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.",2014,139,8.1,33560,3.49,74,679,D406
610,Hellboy II: The Golden Army,"The mythical world starts a rebellion against humanity in order to rule the Earth, so Hellboy and his team must save the world from the rebellious creatures.",2008,120,7,216932,75.75,78,525,D407
611,Beautiful Creatures,"Ethan longs to escape his small Southern town. He meets a mysterious new girl, Lena. Together, they uncover dark secrets about their respective families, their history and their town.",2013,124,6.2,71822,19.45,52,680,D408
612,Toni Erdmann,A practical joking father tries to reconnect with his hard working daughter by creating an outrageous alter ego and posing as her CEO's life coach.,2016,162,7.6,24387,1.48,93,681,D409
613,The Lovely Bones,Centers on a young girl who has been murdered and watches over her family - and her killer - from purgatory. She must weigh her desire for vengeance against her desire for her family to heal.,2009,135,6.7,130702,43.98,42,682,D410
614,The Assassination of Jesse James by the Coward Robert Ford,"Robert Ford, who's idolized Jesse James since childhood, tries hard to join the reforming gang of the Missouri outlaw, but gradually becomes resentful of the bandit leader.",2007,160,7.5,143564,3.9,68,683,D411
615,Don Jon,"A New Jersey guy dedicated to his family, friends, and church, develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love.",2013,90,6.6,199973,24.48,66,684,D411
616,Bastille Day,A young con artist and an unruly CIA agent embark on an anti-terrorist mission in France.,2016,92,6.3,21089,0.04,48,685,D412
617,2307: Winter's Dream,"In 2307, a future soldier is sent on a mission to hunt down the leader of the humanoid rebellion.",2016,101,4,277,20.76,53,237,D413
618,Free State of Jones,"A disillusioned Confederate army deserter returns to Mississippi and leads a militia of fellow deserters, runaway slaves, and women in an uprising against the corrupt local Confederate government.",2016,139,6.9,29895,82.95637615,58.98504274,686,D413
619,Mr. Right,"A girl falls for the ""perfect"" guy, who happens to have a very fatal flaw: he's a hitman on the run from the crime cartels who employ him.",2015,95,6.3,30053,0.03,52,687,D414
620,The Secret Life of Walter Mitty,"When his job along with that of his co-worker are threatened, Walter takes action in the real world embarking on a global journey that turns into an adventure more extraordinary than anything he could have ever imagined.",2013,114,7.3,249877,58.23,54,688,D414
621,Dope,"Life changes for Malcolm, a geek who's surviving life in a tough neighborhood, after a chance invitation to an underground party leads him and his friends into a Los Angeles adventure.",2015,103,7.3,66400,17.47,72,689,D414
622,Underworld Awakening,"When human forces discover the existence of the Vampire and Lycan clans, a war to eradicate both species commences. The vampire warrior Selene leads the battle against humankind.",2012,88,6.4,127157,62.32,39,690,D414
623,Antichrist,"A grieving couple retreat to their cabin in the woods, hoping to repair their broken hearts and troubled marriage. But nature takes its course and things go from bad to worse.",2009,108,6.6,94069,0.4,49,691,D414
624,Friday the 13th,"A group of young adults discover a boarded up Camp Crystal Lake, where they soon encounter Jason Voorhees and his deadly intentions.",2009,97,5.6,78631,65,34,692,D415
625,Taken 3,"Ex-government operative Bryan Mills is accused of a ruthless murder he never committed or witnessed. As he is tracked and pursued, Mills brings out his particular set of skills to find the true killer and clear his name.",2014,109,6,144715,89.25,26,693,D416
626,Total Recall,"A factory worker, Douglas Quaid, begins to suspect that he is a spy after visiting Rekall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run.",2012,118,6.3,210965,58.88,43,334,D417
627,X-Men: The Last Stand,"When a cure is found to treat mutations, lines are drawn amongst the X-Men, led by Professor Charles Xavier, and the Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.",2006,104,6.7,406540,234.36,58,694,D417
628,The Escort,"Desperate for a good story, a sex-addicted journalist throws himself into the world of high-class escorts when he starts following a Stanford-educated prostitute.",2016,88,6,7181,82.95637615,46,695,D417
629,The Whole Truth,A defense attorney works to get his teenage client acquitted of murdering his wealthy father.,2016,93,6.1,10700,82.95637615,58.98504274,696,D418
630,Night at the Museum: Secret of the Tomb,"Larry spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",2014,98,6.2,74886,113.73,47,697,D419
631,Love & Other Drugs,A young woman suffering from Parkinson's befriends a drug rep working for Pfizer in 1990s Pittsburgh.,2010,112,6.7,151519,32.36,55,698,D420
632,The Interview,"Dave Skylark and his producer Aaron Rapoport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission.",2014,112,6.6,261536,6.11,52,469,D420
633,The Host,A monster emerges from Seoul's Han River and focuses its attention on attacking people. One victim's loving family does what it can to rescue her from its clutches.,2006,120,7,73491,2.2,85,699,D420
634,Megan Is Missing,Two teenage girls encounter an Internet child predator.,2011,85,4.9,6683,82.95637615,94,700,D420
635,WALL·E,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",2008,98,8.4,776897,223.81,58.98504274,701,D421
636,Knocked Up,"For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child.",2007,129,7,309398,148.73,85,702,D422
637,Source Code,A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train. A mission he has only 8 minutes to complete.,2011,93,7.5,404884,54.7,74,703,D423
638,Lawless,"Set in Depression-era Franklin County, Virginia, a trio of bootlegging brothers are threatened by a new special deputy and other authorities angling for a cut of their profits.",2012,116,7.3,195360,37.4,58,704,D423
639,Unfriended,"A group of online chat room friends find themselves haunted by a mysterious, supernatural force using the account of their dead friend.",2014,83,5.6,50402,31.54,59,705,D423
640,American Reunion,"Jim, Michelle, Stifler, and their friends reunite in East Great Falls, Michigan for their high school reunion.",2012,113,6.7,178471,56.72,49,706,D424
641,The Pursuit of Happyness,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,2006,117,8,361105,162.59,64,707,D424
642,Relatos salvajes,Six short stories that explore the extremities of human behavior involving people in distress.,2014,122,8.1,110100,3.08,77,708,D290
643,The Ridiculous 6,"An outlaw who was raised by Native Americans discovers that he has five half-brothers; together the men go on a mission to find their wayward, deadbeat dad.",2015,119,4.8,31149,82.95637615,18,709,D290
644,Frantz,"In the aftermath of WWI, a young German who grieves the death of her fiancé in France meets a mysterious Frenchman who visits the fiancé's grave to lay flowers.",2016,113,7.5,4304,0.86,73,710,D425
645,Viral,"Following the outbreak of a virus that wipes out the majority of the human population, a young woman documents her family's new life in quarantine and tries to protect her infected sister.",2016,85,5.5,3564,82.95637615,72,711,D425
646,Gran Torino,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",2008,116,8.2,595779,148.09,58.98504274,712,D425
647,Burnt,"Adam Jones (Bradley Cooper) is a chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.",2015,101,6.6,76469,13.65,42,713,D425
648,Tall Men,A challenged man is stalked by tall phantoms in business suits after he purchases a car with a mysterious black credit card.,2016,133,3.2,173,82.95637615,57,714,D425
649,Sleeping Beauty,"A haunting portrait of Lucy, a young university student drawn into a mysterious hidden world of unspoken desires.",2011,101,5.3,27006,0.03,58.98504274,715,D425
650,Vampire Academy,"Rose Hathaway is a Dhampir, half human-half vampire, a guardian of the Moroi, peaceful, mortal vampires living discreetly within our world. Her calling is to protect the Moroi from bloodthirsty, immortal Vampires, the Strigoi.",2014,104,5.6,44111,7.79,30,716,D426
651,Sweeney Todd: The Demon Barber of Fleet Street,"The infamous story of Benjamin Barker, a.k.a. Sweeney Todd, who sets up a barber shop down in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett. Based on the hit Broadway musical.",2007,116,7.4,296289,52.88,83,424,D426
652,Solace,A psychic works with the FBI in order to hunt down a serial killer.,2015,101,6.4,36300,82.95637615,36,717,D427
653,Insidious,A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further.,2010,103,6.8,219916,53.99,52,718,D428
654,Popstar: Never Stop Never Stopping,"When it becomes clear that his solo album is a failure, a former boy band member does everything in his power to maintain his celebrity status.",2016,87,6.7,30875,9.39,68,719,D429
655,The Levelling,"Somerset, October 2014. When Clover Catto (Ellie Kendrick) receives a call telling her that her younger brother Harry (Joe Blakemore) is dead, she must return to her family farm and face ... See full summary »",2016,83,6.4,482,82.95637615,82,151,D430
656,Public Enemies,"The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s.",2009,140,7,240323,97.03,70,720,D431
657,Boyhood,"The life of Mason, from early childhood to his arrival at college.",2014,165,7.9,286722,25.36,100,721,D432
658,Teenage Mutant Ninja Turtles,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.",2014,101,5.9,178527,190.87,31,722,D433
659,Eastern Promises,A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.,2007,100,7.7,198006,17.11,82,723,D433
660,The Daughter,"The story follows a man who returns home to discover a long-buried family secret, and whose attempts to put things right threaten the lives of those he left home years before.",2015,96,6.7,2798,0.03,62,724,D434
661,Pineapple Express,A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him.,2008,111,7,267872,87.34,64,725,D434
662,The First Time,A shy senior and a down-to-earth junior fall in love over one weekend.,2012,95,6.9,54027,0.02,55,726,D435
663,Gone Baby Gone,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.",2007,114,7.7,206707,20.3,72,727,D436
664,The Heat,An uptight FBI Special Agent is paired with a foul-mouthed Boston cop to take down a ruthless drug lord.,2013,117,6.6,140151,159.58,60,728,D437
665,L'avenir,"A philosophy teacher soldiers through the death of her mother, getting fired from her job, and dealing with a husband who is cheating on her.",2016,102,7.1,5796,0.28,88,366,D438
666,Anna Karenina,"In late-19th-century Russian high society, St. Petersburg aristocrat Anna Karenina enters into a life-changing affair with the dashing Count Alexei Vronsky.",2012,129,6.6,75291,12.8,63,729,D439
667,Regression,A detective and a psychoanalyst uncover evidence of a satanic cult while investigating the rape of a young woman.,2015,106,5.7,26320,0.05,32,730,D290
668,Ted 2,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",2015,115,6.3,136323,81.26,48,731,D290
669,Pain & Gain,A trio of bodybuilders in Florida get caught up in an extortion ring and a kidnapping scheme that goes terribly wrong.,2013,129,6.5,168875,49.87,45,732,D440
670,Blood Diamond,"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.",2006,143,8,422014,57.37,64,733,D441
671,Devil's Knot,The savage murders of three young children sparks a controversial trial of three teenagers accused of killing the kids as part of a satanic ritual.,2013,114,6.1,15514,82.95637615,42,690,D442
672,Child 44,A disgraced member of the Russian military police investigates a series of child murders during the Stalin-era Soviet Union.,2015,137,6.5,47703,1.21,41,734,D442
673,The Hurt Locker,"During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.",2008,131,7.6,352023,15.7,94,735,D442
674,Green Lantern,"Reckless test pilot Hal Jordan is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force, the Green Lantern Corps.",2011,114,5.6,231907,116.59,39,736,D442
675,War on Everyone,"Two corrupt cops set out to blackmail and frame every criminal unfortunate enough to cross their path. Events, however, are complicated by the arrival of someone who appears to be even more dangerous than they are.",2016,98,5.9,9285,82.95637615,50,737,D443
676,The Mist,"A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives.",2007,126,7.2,233346,25.59,58,738,D444
677,Escape Plan,"When a structural-security authority finds himself set up and incarcerated in the world's most secret and secure prison, he has to use his skills to escape with help from the inside.",2013,115,6.7,188004,25.12,49,739,D445
678,"Love, Rosie","Rosie and Alex have been best friends since they were 5, so they couldn't possibly be right for one another...or could they? When it comes to love, life and making the right choices, these two are their own worst enemies.",2014,102,7.2,80415,0.01,44,740,D446
679,The DUFF,"A high school senior instigates a social pecking order revolution after finding out that she has been labeled the DUFF - Designated Ugly Fat Friend - by her prettier, more popular counterparts.",2015,101,6.5,57874,34.02,56,245,D447
